,location,total_sqft,bath,balcony,price,bhk
7986,4th Block Koramangala,2400.0,4.0,3,60000000.0,4.0
7987,BTM Layout,1540.0,2.0,2,7800000.0,3.0
7988,"JP Nagar 7th Phase,",1503.0,2.0,2,9300000.0,3.0
7989,Ambedkar Nagar,1850.0,4.0,2,12000000.0,3.0
7990,Uttarahalli,1580.0,3.0,1,6000000.0,3.0
7991,Mico Layout,1190.0,2.0,2,3925000.0,2.0
7992,Sampigehalli,1200.0,2.0,1,6100000.0,2.0
7993,HAL 2nd Stage,1000.0,7.0,3,25000000.0,7.0
7994,Jakkur,850.0,1.0,1,1989999.9999999998,2.0
7995,Domlur,2180.0,3.0,2,28500000.0,3.0
7996,Hennur Bande,2500.0,2.0,1,6000000.0,3.0
7997,ITPL,1200.0,3.0,1,5612000.0,3.0
7998,Kamakshipalya,1500.0,2.0,2,5200000.0,3.0
7999,Navodaya Nagar,1200.0,3.0,2,18000000.0,5.0
8000,Thanisandra,1880.0,3.0,3,12000000.0,3.0
8001,Padmanabhanagar,1150.0,2.0,2,4500000.0,2.0
8002,Kasavanhalli,4408.0,4.0,2,34400000.0,4.0
8003,Bellandur,924.0,2.0,2,3511000.0,2.0
8004,Sarjapur  Road,7800.0,6.0,1,38500000.0,5.0
8005,Kumaraswami Layout,600.0,6.0,3,10000000.0,6.0
8006,Pattanagere,750.0,4.0,1,9500000.0,4.0
8007,Karuna Nagar,1962.0,3.0,2,17500000.0,3.0
8008,2nd Stage Nagarbhavi,1200.0,4.0,3,24000000.0,5.0
8009,B Narayanapura,1765.0,3.0,2,7727000.0,3.0
8010,Attibele,1174.0,2.0,1,2935000.0,2.0
8011,Bannerghatta Road,1894.0,3.0,1,11500000.0,3.0
8012,Ramamurthy Nagar,960.0,2.0,2,13800000.0,4.0
8013,Sector 7 HSR Layout,1760.0,3.0,2,14200000.0,3.0
8014,Doddanakundi Industrial Area 2,1768.0,3.0,3,9500000.0,3.0
8015,Kothanur,1790.0,3.0,0,9700000.0,3.0
8016,Kumara Park,3500.0,5.0,1,80000000.0,4.0
8017,Whitefield,1200.0,2.0,1,4500000.0,2.0
8018,Kengeri,2540.0,4.0,0,16000000.0,4.0
8019,Mahadevpura,1137.0,2.0,1,5340000.0,2.0
8020,Jakkur,2249.81,2.6926096474673513,1,22900000.0,4.0
8021,Guni Agrahara,1200.0,6.0,1,11500000.0,7.0
8022,Mysore Road,1568.0,2.0,2,10000000.0,3.0
8023,Devanahalli,4900.0,4.0,0,39350000.0,4.0
8024,AECS Layout,1308.0,2.0,1,6000000.0,2.0
8025,Shankarapuram,3060.0,4.0,2,35000000.0,4.0
8026,Bisuvanahalli,1200.0,2.0,1,4100000.0,3.0
8027,Shetty Halli,800.0,1.0,2,3200000.0,1.0
8028,Electronic City,530.0,1.0,1,1350000.0,1.0
8029,Bisuvanahalli,873.0,2.0,1,4000000.0,3.0
8030,AGB Layout,3000.0,6.0,3,14500000.0,7.0
8031,2nd Stage Arekere Mico Layout,1200.0,4.0,1,23500000.0,4.0
8032,Subramanyapura,958.0,2.0,1,3353000.0,2.0
8033,Thigalarapalya,2072.0,4.0,2,16000000.0,3.0
8034,Talaghattapura,2273.0,3.0,3,15900000.0,3.0
8035,Banashankari Stage VI,600.0,3.0,2,9000000.0,3.0
8036,Thanisandra,760.0,1.0,2,5000000.0,1.0
8037,Dommasandra,1090.0,2.0,2,4350000.0,2.0
8038,Thigalarapalya,2072.0,4.0,2,15500000.0,3.0
8039,Bellandur,2666.0,3.0,1,23000000.0,3.0
8040,Sarjapur  Road,1550.0,2.0,1,8900000.0,3.0
8041,Ramagondanahalli,1251.0,2.0,1,5000000.0,2.0
8042,Electronic City,1070.0,2.0,1,5300000.0,2.0
8043,Kalena Agrahara,1200.0,2.0,2,4500000.0,2.0
8044,CV Raman Nagar,1435.0,2.0,2,6000000.0,3.0
8045,Bommasandra,1400.0,2.0,3,4500000.0,3.0
8046,Judicial Layout,2330.0,3.0,2,9471000.0,4.0
8047,Thanisandra,1200.0,2.0,3,6000000.0,2.0
8048,Panathur,1000.0,2.0,2,4000000.0,2.0
8049,Bannerghatta Road,1655.0,2.0,2,6289000.0,3.0
8050,Raja Rajeshwari Nagar,3600.0,9.0,3,24000000.0,9.0
8051,Bidrahalli,600.0,1.0,1,3500000.0,1.0
8052,Electronics City Phase 1,1175.0,2.0,1,5000000.0,2.0
8053,Uttarahalli,1155.0,2.0,2,4043000.0,2.0
8054,Magadi Road,1200.0,3.0,2,9800000.0,3.0
8055,Budigere,1149.0,2.0,2,6500000.0,2.0
8056,Jakkur,1610.0,2.6926096474673513,1,9848500.0,3.0
8057,Choodasandra,3200.0,4.0,2,37500000.0,4.0
8058,Chinnapanahalli,1010.0,2.0,2,5500000.0,2.0
8059,Hegde Nagar,1718.0,3.0,2,11900000.0,3.0
8060,Bilal Nagar,650.0,1.0,1,2000000.0,2.0
8061,Banashankari,1330.0,2.0,2,7700000.0,2.0
8062,Hormavu,1200.0,2.0,2,6800000.0,2.0
8063,Bannerghatta Road,1693.0,3.0,2,8900000.0,3.0
8064,Koramangala,1249.0,2.0,1,16500000.0,2.0
8065,Thanisandra,1800.0,4.0,1,12500000.0,3.0
8066,Margondanahalli,900.0,2.0,0,5500000.0,2.0
8067,NGR Layout,1020.0,2.0,1,4600000.0,2.0
8068,Amruthahalli,1700.0,3.0,2,7700000.0,3.0
8069,Panathur,661.0,1.0,1,4000000.0,1.0
8070,Bannerghatta Road,1280.0,2.0,2,6016000.0,2.0
8071,Krishna Nagar,1000.0,4.0,2,9000000.0,5.0
8072,Hosur Road,1170.0,2.0,1,4800000.0,2.0
8073,Thanisandra,933.0,2.0,1,5800000.0,1.0
8074,Sarjapur  Road,1150.0,2.0,0,4400000.0,2.0
8075,Benson Town,3633.0,6.0,2,55000000.0,4.0
8076,Rajaji Nagar,1380.0,3.0,3,13000000.0,3.0
8077,Banjara Layout,1050.0,2.0,1,6480000.0,2.0
8078,Kanakapura Main Road,1080.0,2.0,1,3779999.9999999995,2.0
8079,Harlur,1303.0,2.0,1,9000000.0,2.0
8080,Raja Rajeshwari Nagar,1196.0,2.0,2,4054000.0,2.0
8081,Nagarbhavi,2500.0,3.0,2,18000000.0,5.0
8082,Sarjapur  Road,1200.0,4.0,1,9500000.0,5.0
8083,Bommanahalli,1250.0,3.0,2,4100000.0,3.0
8084,Akshaya Nagar,1419.0,2.0,3,8700000.0,3.0
8085,Banashankari,1200.0,2.0,3,4900000.0,2.0
8086,7th Phase JP Nagar,1120.0,2.0,2,6500000.0,2.0
8087,Electronics City Phase 1,755.0,1.0,0,4540000.0,1.0
8088,Electronics City Phase 1,1245.0,2.0,1,7500000.0,2.0
8089,Palanahalli,3978.0,4.0,3,42800000.0,4.0
8090,Channasandra,1093.0,2.0,1,3400000.0,2.0
8091,Electronic City,1025.0,1.0,1,2663000.0,2.0
8092,Hebbal,1345.0,2.0,1,9700000.0,2.0
8093,Suryanagar,1500.0,2.0,1,4500000.0,2.0
8094,Vijayanagar,1180.0,2.0,1,8600000.0,2.0
8095,NGR Layout,1020.0,2.0,1,4845000.0,2.0
8096,Nanjappa Layout,1800.0,3.0,3,8500000.0,3.0
8097,Konanakunte,3621.0,4.0,1,51100000.0,4.0
8098,Banagiri Nagar,2008.0,3.0,2,17000000.0,3.0
8099,Kothannur,1240.0,2.0,2,3985000.0,3.0
8100,CV Raman Nagar,1020.0,2.0,1,5500000.0,2.0
8101,2nd Stage Arekere Mico Layout,2095.0,3.0,2,14200000.0,3.0
8102,Gunjur,1362.0,3.0,2,6263000.0,3.0
8103,Yelahanka,694.0,1.0,0,3084000.0,1.0
8104,Vittasandra,1404.0,2.0,2,7000000.0,2.0
8105,Electronic City Phase II,1192.0,2.0,3,4700000.0,3.0
8106,Wilson Garden,1850.0,1.2,1,30000000.0,8.0
8107,Mahalakshmi Layout,1050.0,1.0,0,3500000.0,4.0
8108,Vittasandra,1259.0,2.0,1,6748000.0,2.0
8109,Kengeri,1000.0,2.0,2,3400000.0,2.0
8110,Rachenahalli,985.0,2.0,1,4997000.0,2.0
8111,Indira Nagar,850.0,1.0,2,6000000.0,1.0
8112,Uttarahalli,1650.0,2.0,1,5000000.0,3.0
8113,Rajaji Nagar,2400.0,3.0,1,32000000.0,5.0
8114,Sarjapur  Road,1900.0,4.0,1,18000000.0,3.0
8115,Ambedkar Nagar,1367.0,2.0,2,8600000.0,2.0
8116,Rajaji Nagar,1210.0,2.0,2,8100000.0,3.0
8117,Duvasapalya,1190.0,2.0,1,4860000.0,2.0
8118,Sarjapur,1175.0,2.0,2,4200000.0,2.0
8119,R.T. Nagar,2800.0,4.0,1,40000000.0,4.0
8120,Whitefield,1140.0,2.0,2,4000000.0,2.0
8121,Hoskote,1095.0,2.0,2,3360000.0,2.0
8122,Attibele,782.0,1.0,0,1955000.0,1.0
8123,Gubbalala,1435.0,2.0,2,8000000.0,3.0
8124,Choodasandra,725.0,2.0,2,3600000.0,2.0
8125,BCMC Layout,1600.0,2.0,2,8800000.0,3.0
8126,9th Phase JP Nagar,1200.0,5.0,1,16000000.0,5.0
8127,Hosakerehalli,3205.0,4.0,2,30000000.0,4.0
8128,Vishwapriya Layout,720.0,3.0,1,9500000.0,4.0
8129,Nehru Nagar,1674.0,3.0,1,9000000.0,3.0
8130,Jnanabharathi Layout,860.0,4.0,2,12500000.0,4.0
8131,Haralur Road,1243.0,2.0,2,4600000.0,2.0
8132,Kanakpura Road,1703.0,3.0,2,13000000.0,3.0
8133,Padmanabhanagar,1350.0,3.0,1,7155000.0,3.0
8134,Horamavu Agara,1145.0,2.0,1,4121000.0,2.0
8135,Whitefield,1216.0,2.0,1,7500000.0,2.0
8136,7th Phase JP Nagar,1100.0,3.0,1,6000000.0,2.0
8137,Sarjapur  Road,2425.0,5.0,1,20100000.0,4.0
8138,Kothanur,2700.0,4.0,2,17500000.0,4.0
8139,Raja Rajeshwari Nagar,1196.0,2.0,2,4054000.0,2.0
8140,Kanakpura Road,1600.0,3.0,3,9000000.0,3.0
8141,Banashankari Stage V,1510.0,3.0,3,4757000.0,3.0
8142,Hosakerehalli,3033.0,4.0,1,32600000.0,4.0
8143,Pai Layout,780.0,2.0,1,7200000.0,2.0
8144,Haralur Road,1194.0,2.0,2,4700000.0,2.0
8145,Banashankari Stage II,1250.0,2.0,2,11000000.0,2.0
8146,Sarjapur  Road,1480.0,4.0,1,16900000.0,5.0
8147,Horamavu Agara,1250.0,4.0,1,10000000.0,4.0
8148,Udaya Nagar,1350.0,4.0,2,16000000.0,4.0
8149,Laggere,620.0,2.0,0,4800000.0,1.0
8150,Raja Rajeshwari Nagar,1630.0,3.0,2,6065000.0,3.0
8151,Hennur Road,1020.0,2.0,0,4500000.0,2.0
8152,Hosakerehalli,1410.0,2.0,2,5358000.0,3.0
8153,Bhoganhalli,1181.7,2.0,1,10000000.0,2.0
8154,9th Block Jayanagar,1200.0,8.0,3,27000000.0,9.0
8155,Sarjapur  Road,1691.0,3.0,2,11300000.0,3.0
8156,KR Puram,1200.0,4.0,0,8300000.0,4.0
8157,Banaswadi,1200.0,2.0,3,6000000.0,2.0
8158,Old Airport Road,1050.0,2.0,2,5000000.0,2.0
8159,Kathriguppe,1300.0,3.0,2,7798999.999999999,3.0
8160,Whitefield,1356.0,2.0,1,9484000.0,2.0
8161,Whitefield,1338.0,2.0,1,10300000.0,2.0
8162,Kengeri Satellite Town Stage II,500.0,1.0,1,2000000.0,1.0
8163,Vasantha Vallabha Nagar,1280.0,2.0,1,10000000.0,3.0
8164,Raja Rajeshwari Nagar,1531.0,3.0,3,5177000.0,3.0
8165,Church Street,11000.0,4.0,1,160000000.0,4.0
8166,Anekal,620.0,1.0,1,2350000.0,2.0
8167,8th Phase JP Nagar,1605.0,2.0,2,6500000.0,3.0
8168,Thanisandra,1917.0,3.0,2,11000000.0,3.0
8169,Nagarbhavi,1200.0,3.0,1,34000000.0,4.0
8170,Srinivas Colony,2750.0,3.0,2,94300000.0,3.0
8171,Sarjapur  Road,1400.0,3.0,2,5500000.0,3.0
8172,Thubarahalli,2625.0,3.0,3,17500000.0,3.0
8173,Sahakara Nagar,1100.0,2.0,1,5500000.0,2.0
8174,Hennur Road,2041.0,3.0,3,12800000.0,3.0
8175,Sarjapur  Road,2070.0,4.0,2,16000000.0,3.0
8176,Hebbal,1110.0,3.0,3,5900000.0,3.0
8177,Uday Nagar,1650.0,3.0,1,11000000.0,3.0
8178,Ambedkar Nagar,3565.0,4.0,3,25500000.0,4.0
8179,Varthur Road,1033.0,2.0,2,3047000.0,3.0
8180,HSR Layout,1142.0,2.0,2,6500000.0,2.0
8181,Mathikere,1500.0,2.0,2,7500000.0,3.0
8182,Electronic City Phase II,1502.0,3.0,3,5000000.0,3.0
8183,Shree Ananth Nagar Layout,1176.0,2.0,1,4500000.0,3.0
8184,Hosa Road,1063.0,2.0,1,3279999.9999999995,2.0
8185,Kammanahalli,1100.0,2.0,1,6000000.0,2.0
8186,Kamakshipalya,1044.0,2.0,2,8500000.0,2.0
8187,Sarjapur  Road,5400.0,3.0,2,70000000.0,3.0
8188,6th Phase JP Nagar,1216.0,2.0,2,6000000.0,2.0
8189,Suddaguntepalya,1425.0,3.0,2,5500000.0,3.0
8190,Hongasandra,1200.0,8.0,2,15000000.0,8.0
8191,Hosur Road,1345.0,2.0,2,10800000.0,2.0
8192,Marathahalli,1248.0,2.0,1,13000000.0,2.0
8193,Chaitanya Ananya,1830.0,4.0,2,32500000.0,4.0
8194,Shankarapuram,900.0,1.0,0,13000000.0,2.0
8195,Bellandur,3600.0,4.0,1,24500000.0,4.0
8196,Uttarahalli,1025.0,2.0,1,3588000.0000000005,2.0
8197,Nagashetty Halli,840.0,1.0,1,9900000.0,2.0
8198,Lakshminarayana Pura,3050.0,2.0,1,9000000.0,3.0
8199,Kadubeesanahalli,1424.0,2.0,2,7500000.0,3.0
8200,EPIP Zone,2500.0,3.0,1,26800000.0,3.0
8201,ISRO Layout,1200.0,6.0,1,23000000.0,6.0
8202,Byrasandra Extension,1285.0,2.0,2,4500000.0,2.0
8203,Babusapalaya,1450.0,2.0,1,5599000.0,2.0
8204,Raja Rajeshwari Nagar,1160.0,2.0,1,7000000.0,2.0
8205,Yelahanka New Town,2700.0,3.0,0,35000000.0,3.0
8206,Gattahalli,2000.0,2.0,2,9500000.0,3.0
8207,Uttarahalli,1125.0,2.0,1,4765000.0,2.0
8208,Old Madras Road,3900.0,4.0,2,17500000.0,4.0
8209,Raja Rajeshwari Nagar,1133.0,2.0,1,3836999.9999999995,2.0
8210,Arekere,1240.0,2.0,2,6000000.0,2.0
8211,Devanahalli,1466.0,3.0,3,7759000.0,3.0
8212,Outer Ring Road East,3870.0,4.0,2,41100000.0,4.0
8213,Ramagondanahalli,1610.0,2.0,2,11500000.0,3.0
8214,Sarjapur  Road,1220.0,3.0,2,5600000.0,3.0
8215,Kaggadasapura,1225.0,2.0,2,4800000.0,2.0
8216,Akshaya Nagar,1300.0,2.0,1,5400000.0,2.0
8217,Thanisandra,1996.0,4.0,1,12300000.0,3.0
8218,Mallathahalli,1320.0,2.0,2,5500000.0,3.0
8219,Rajaji Nagar,1800.0,3.0,2,24000000.0,3.0
8220,Richmond Town,1835.0,3.0,3,17500000.0,3.0
8221,Sarjapur  Road,1435.0,3.0,2,9000000.0,3.0
8222,Whitefield,4097.0,3.0,1,40000000.0,3.0
8223,Rayasandra,1601.0,3.0,3,7000000.0,3.0
8224,Kadubeesanahalli,1257.0,2.0,2,9300000.0,2.0
8225,Iblur Village,3596.0,5.0,1,26000000.0,4.0
8226,Kasavanhalli,1309.0,2.0,2,9500000.0,2.0
8227,Yeshwanthpur,1362.0,2.0,0,10000000.0,2.0
8228,Whitefield,1115.0,2.0,1,5500000.0,2.0
8229,Whitefield,1870.0,3.0,2,9000000.0,3.0
8230,manyata park,1322.0,2.0,1,6199000.0,2.0
8231,Telecom Layout,1450.0,2.0,1,6500000.0,3.0
8232,Banashankari,1185.0,2.0,2,6700000.0,2.0
8233,7th Phase JP Nagar,1790.0,3.0,3,12000000.0,3.0
8234,Whitefield,3450.0,4.0,2,20800000.0,3.0
8235,Rachenahalli,1050.0,2.0,2,5250000.0,2.0
8236,Budigere,664.0,1.0,0,2737500.0,1.0
8237,Sarjapur  Road,5400.0,4.0,2,75000000.0,4.0
8238,Devanahalli,775.0,1.0,0,3900000.0,1.0
8239,Hoodi,1000.0,2.0,2,4800000.0,2.0
8240,Thanisandra,1183.0,2.0,1,7725000.0,2.0
8241,Binny Pete,1282.0,3.0,2,17800000.0,3.0
8242,Alur,425.0,1.0,1,1500000.0,1.0
8243,Nelamangala,820.0,2.0,2,3000000.0,2.0
8244,Richmond Town,2230.0,4.0,1,79200000.0,4.0
8245,Hebbal,1200.0,2.0,2,5200000.0,2.0
8246,Ramagondanahalli,1151.0,2.0,2,4360000.0,2.0
8247,Hulimavu,1320.0,2.0,2,5900000.0,3.0
8248,Bikasipura,1450.0,3.0,2,6800000.0,3.0
8249,Poorna Pragna Layout,1270.0,2.0,3,5079000.0,3.0
8250,Hegde Nagar,1847.0,3.0,2,12300000.0,3.0
8251,Devanahalli,1020.0,2.0,1,4987000.0,1.0
8252,Somasundara Palya,1650.0,3.0,1,9500000.0,3.0
8253,Richmond Town,2380.0,4.0,3,24200000.0,4.0
8254,Electronic City,2400.0,2.0,1,7800000.0,3.0
8255,Begur Road,1160.0,2.0,2,4400000.0,2.0
8256,Haralur Road,2805.0,4.0,3,15400000.0,4.0
8257,Mysore Road,1360.0,3.0,0,4760000.0,3.0
8258,Brookefield,1089.0,2.0,1,4900000.0,2.0
8259,Yelahanka,1115.0,2.0,2,6000000.0,2.0
8260,Kudlu Gate,1215.0,2.0,1,4500000.0,2.0
8261,Sarjapur  Road,1194.0,2.0,1,5100000.0,2.0
8262,Kannamangala,1536.0,3.0,1,10400000.0,3.0
8263,Hennur,1255.0,2.0,2,5550000.0,2.0
8264,Electronic City,1571.0,3.0,2,8300000.0,3.0
8265,Virupakshapura,900.0,1.0,0,7000000.0,2.0
8266,Keshava Nagar,1517.0,2.0,2,12500000.0,2.0
8267,Budigere,664.0,1.0,1,3540000.0,1.0
8268,Devarachikkanahalli,1230.0,2.0,1,5800000.0,2.0
8269,Hegde Nagar,1340.0,2.0,2,7200000.0,2.0
8270,Attibele,1175.0,2.0,1,2938000.0,2.0
8271,Benson Town,3569.0,4.0,1,60000000.0,4.0
8272,Sarjapur,1240.0,2.0,2,4310000.0,2.0
8273,V.V Puram,151.11,2.0,0,15000000.0,3.0
8274,Electronic City,1470.0,2.0,1,4410000.0,3.0
8275,Kanakpura Road,525.0,2.6926096474673513,1,2925000.0,1.0
8276,7th Phase JP Nagar,1680.0,3.0,2,11700000.0,3.0
8277,Sri Sai Layout,1000.0,2.0,2,3500000.0,2.0
8278,Gunjur,1071.0,2.0,1,5100000.0,2.0
8279,Sector 2 HSR Layout,1512.0,3.0,1,8000000.0,3.0
8280,Frazer Town,3435.0,2.0,1,34100000.0,4.0
8281,Thanisandra main road,3144.0,3.0,1,45500000.0,3.0
8282,Kalyan nagar,1190.0,2.0,1,6000000.0,2.0
8283,Pattandur Agrahara,1550.0,2.0,3,8000000.0,3.0
8284,Kanakpura Road,1283.0,2.0,2,6322000.0,2.0
8285,Mallasandra,1325.0,2.0,2,7300000.0,2.0
8286,Whitefield,1105.0,2.0,1,3536000.0,2.0
8287,Banaswadi,1600.0,3.0,2,7450000.0,3.0
8288,Devara Jeevanahalli,400.0,2.0,2,3500000.0,4.0
8289,Kanakpura Road,700.0,2.6926096474673513,1,4114500.0000000005,2.0
8290,Hennur,1100.0,2.0,1,4455000.0,2.0
8291,Talaghattapura,2099.0,3.0,3,14700000.0,3.0
8292,Yelachenahalli,1365.0,2.0,1,7200000.0,3.0
8293,Hebbal Kempapura,1485.0,3.0,3,13200000.0,2.0
8294,Hosur Road,1250.0,2.0,1,5500000.0,2.0
8295,Chikkalasandra,1290.0,2.0,2,5612000.0,3.0
8296,Bellandur,1170.0,2.0,1,4679000.0,2.0
8297,Kanakpura Road,1328.0,2.0,3,9106000.0,2.0
8298,Hennur Road,1232.0,2.0,1,8700000.0,2.0
8299,1st Phase JP Nagar,1180.0,2.0,2,8850000.0,2.0
8300,Electronic City,1350.0,3.0,2,6600000.0,3.0
8301,Nagawara Junction,3602.0,4.0,1,28000000.0,4.0
8302,Nagasandra,2400.0,4.0,1,14500000.0,4.0
8303,Electronic City Phase II,1020.0,2.0,2,3200000.0,2.0
8304,Begur Road,1410.0,2.0,3,4934000.0,3.0
8305,Vishwanatha Nagenahalli,2159.0,3.0,2,12000000.0,3.0
8306,Anekal,1453.0,2.6926096474673513,1,1650000.0,2.0
8307,TC Palaya,1200.0,2.0,0,6600000.0,3.0
8308,Hennur,1255.0,2.0,1,5750000.0,2.0
8309,Whitefield,1074.0,2.0,1,4279000.0,2.0
8310,Suragajakkanahalli,1200.0,3.0,2,7200000.0,3.0
8311,Sarjapur,1170.0,2.0,2,3540999.9999999995,3.0
8312,Tumkur Road,596.0,1.0,0,3131500.0,1.0
8313,Bommanahalli,1660.0,2.0,1,10000000.0,3.0
8314,Gattigere,900.0,6.0,1,9500000.0,5.0
8315,SK Garden,1850.0,3.0,0,17500000.0,6.0
8316,Gowdanapalya,510.0,1.0,0,3400000.0,1.0
8317,Mahadevpura,1601.0,3.0,2,9500000.0,3.0
8318,Begur Road,952.0,2.0,1,4200000.0,2.0
8319,PNS Layout,1166.0,2.0,3,6500000.0,2.0
8320,Venkatapura,2700.0,2.0,1,26000000.0,3.0
8321,Electronic City Phase II,1900.0,3.0,1,9700000.0,4.0
8322,Mathikere,1350.0,2.0,0,17500000.0,3.0
8323,Haralur Road,1520.0,2.0,2,9600000.0,3.0
8324,Harsha Layout,2100.0,6.0,3,10000000.0,4.0
8325,Yelenahalli,1175.0,2.0,2,5000000.0,2.0
8326,Bharathi Nagar,1432.0,2.0,2,6800000.0,2.0
8327,Bommasandra Industrial Area,1005.0,2.0,1,3977000.0000000005,2.0
8328,Rajiv Nagar,1309.0,2.0,1,8000000.0,2.0
8329,Dairy Circle,2251.0,4.0,2,37000000.0,3.0
8330,7th Phase JP Nagar,1050.0,2.0,1,7700000.0,2.0
8331,Kanakpura Road,1100.0,3.0,2,5300000.0,3.0
8332,Sanjay nagar,2400.0,3.0,3,31000000.0,3.0
8333,Begur Road,1565.0,2.0,2,5634000.0,3.0
8334,1st Stage Indira Nagar,940.0,2.0,1,5600000.0,2.0
8335,Yarandahalli,1015.0,2.0,1,4010000.0,2.0
8336,BTM 2nd Stage,2400.0,2.0,0,36000000.0,3.0
8337,Electronic City,1652.0,3.0,3,11000000.0,3.0
8338,Whitefield,1100.0,2.0,2,5200000.0,2.0
8339,Rajiv Nagar,2340.0,4.0,1,14500000.0,4.0
8340,Koramangala,1084.0,2.0,1,17900000.0,2.0
8341,Kammanahalli,1200.0,1.0,1,8100000.0,2.0
8342,Kacharakanahalli,1400.0,3.0,3,6900000.0,3.0
8343,HBR Layout,2400.0,5.0,0,32000000.0,4.0
8344,Electronic City Phase II,1020.0,2.0,1,2743000.0,2.0
8345,Whitefield,1267.0,2.0,1,9033000.0,2.0
8346,Bhoganhalli,2439.0,4.0,3,18500000.0,4.0
8347,Ashwath Nagar,1645.0,3.0,1,9500000.0,3.0
8348,Sahakara Nagar,1100.0,2.0,2,7500000.0,3.0
8349,Electronic City,1320.0,2.0,1,3811999.9999999995,3.0
8350,Ananth Nagar,1000.0,2.0,1,2970000.0,2.0
8351,Whitefield,5000.0,5.0,2,55000000.0,4.0
8352,KR Puram,2500.0,6.0,3,5800000.0,6.0
8353,Kengeri Satellite Town,2480.0,2.0,1,16000000.0,2.0
8354,Kalyan nagar,1086.0,2.0,2,4450000.0,2.0
8355,Kengeri,416.0,1.0,1,1800000.0,1.0
8356,Hennur Road,1066.0,2.0,1,5223000.0,2.0
8357,OMBR Layout,1730.0,3.0,1,9300000.0,3.0
8358,Balagere,1205.0,2.0,1,6386000.0,2.0
8359,Marathahalli,2500.0,5.0,2,17500000.0,4.0
8360,Subramanyapura,960.0,2.0,1,5500000.0,2.0
8361,Haralur Road,1510.0,3.0,2,8305000.0,3.0
8362,Kanaka Nagar,1600.0,4.0,2,9000000.0,4.0
8363,Old Madras Road,2300.0,3.0,2,14200000.0,3.0
8364,Jakkasandra Extension,1000.0,2.0,1,6300000.0,2.0
8365,Poorna Pragna Layout,1160.0,2.0,1,4639000.0,2.0
8366,Hormavu,1553.0,2.0,2,5823000.0,3.0
8367,Frazer Town,3436.0,5.0,1,34500000.0,4.0
8368,Seegehalli,1134.0,2.0,2,4500000.0,2.0
8369,Nagasandra,600.0,4.0,2,8000000.0,4.0
8370,Horamavu Agara,2400.0,3.0,3,8000000.0,5.0
8371,Whitefield,2400.0,4.0,1,14300000.0,4.0
8372,Nagashetty Halli,1350.0,2.0,2,6500000.0,2.0
8373,Sarjapur,1032.0,2.0,1,4200000.0,2.0
8374,Tigalarpalya,1998.0,3.0,2,11700000.0,3.0
8375,Murugeshpalya,1225.0,2.0,2,4800000.0,2.0
8376,Sarjapur  Road,1262.0,2.0,2,6700000.0,2.0
8377,Badavala Nagar,1842.0,3.0,2,11500000.0,3.0
8378,Thomas Town,1300.0,2.0,1,6000000.0,2.0
8379,Kothannur,1070.0,2.0,2,3860000.0,2.0
8380,"Electronic city Phase 1,",950.0,2.0,1,3300000.0,2.0
8381,Balagere,1012.0,2.0,1,5358000.0,2.0
8382,TC Palaya,1000.0,2.0,0,7000000.0,2.0
8383,Kadugodi,1394.0,2.0,2,5600000.0,2.0
8384,Amruthahalli,1450.0,2.0,1,8500000.0,3.0
8385,Banaswadi,527.0,1.0,0,3500000.0,1.0
8386,Sarjapur  Road,1693.0,3.0,2,12500000.0,3.0
8387,Thigalarapalya,3122.0,6.0,2,23500000.0,4.0
8388,Horamavu Agara,1000.0,2.0,1,4600000.0,2.0
8389,Kogilu,952.0,2.0,2,4900000.0,2.0
8390,Malleshwaram,2050.0,4.0,1,27000000.0,3.0
8391,Kengeri,1200.0,1.0,1,1400000.0,1.0
8392,Mysore Road,1410.0,2.0,2,6400000.0,3.0
8393,Hebbal Kempapura,1400.0,2.0,2,10800000.0,2.0
8394,Chikka Tirupathi,3056.0,5.0,1,10000000.0,4.0
8395,Sarjapur  Road,1826.0,3.0,2,12500000.0,3.0
8396,Hosur Road,1689.0,3.0,2,10300000.0,3.0
8397,Bisuvanahalli,1075.0,2.0,1,3100000.0,3.0
8398,Bannerghatta Road,2500.0,4.0,1,140000000.0,5.0
8399,Hennur,960.0,2.0,1,4800000.0,2.0
8400,Channasandra,808.0,2.0,1,4000000.0,2.0
8401,Kodichikkanahalli,907.0,2.0,2,3850000.0,2.0
8402,Uttarahalli,1300.0,2.0,2,5500000.0,2.0
8403,Sector 1 HSR Layout,1804.0,3.0,2,15000000.0,3.0
8404,Naidu Layout,1350.0,3.0,2,8100000.0,3.0
8405,Whitefield,1836.0,3.0,2,12500000.0,3.0
8406,Sugama Layout,826.0,2.0,2,3600000.0,2.0
8407,Hormavu,1200.0,2.0,3,6800000.0,2.0
8408,1st Block Koramangala,3000.0,3.0,3,30000000.0,4.0
8409,Indira Nagar,2400.0,4.0,2,40500000.0,4.0
8410,6th Phase JP Nagar,1460.0,2.0,1,8000000.0,2.0
8411,Hoskote,1200.0,4.0,3,14000000.0,4.0
8412,BTM 2nd Stage,965.0,2.0,2,5600000.0,2.0
8413,Kothannur,2000.0,4.0,2,9500000.0,4.0
8414,Bhoganhalli,1395.0,2.0,2,7000000.0,3.0
8415,Sarjapur  Road,1660.0,3.0,2,11600000.0,3.0
8416,Kada Agrahara,935.0,2.0,2,3500000.0,2.0
